      Step     Time          Energy          fmax
BFGS:    0 23:00:24     -202.676898        4.985749
BFGS:    1 23:00:27     -202.591360        4.923445
BFGS:    2 23:00:29     -202.807019        1.451247
BFGS:    3 23:00:32     -202.830206        0.816991
BFGS:    4 23:00:35     -202.841108        0.523995
BFGS:    5 23:00:37     -202.861899        0.165435
BFGS:    6 23:00:40     -202.865725        0.171553
BFGS:    7 23:00:42     -202.869317        0.166426
BFGS:    8 23:00:45     -202.874001        0.161183
BFGS:    9 23:00:48     -202.879273        0.151539
BFGS:   10 23:00:50     -202.881996        0.142866
BFGS:   11 23:00:53     -202.884027        0.128025
BFGS:   12 23:00:56     -202.885377        0.082932
BFGS:   13 23:00:58     -202.886031        0.040905
