      Step     Time          Energy          fmax
BFGS:    0 07:58:30     -202.521372        4.792314
BFGS:    1 07:58:33     -202.519182        5.369870
BFGS:    2 07:58:35     -202.701796        1.904566
BFGS:    3 07:58:38     -202.746180        1.043794
BFGS:    4 07:58:41     -202.766747        0.786123
BFGS:    5 07:58:43     -202.790585        0.537668
BFGS:    6 07:58:46     -202.806857        0.532900
BFGS:    7 07:58:48     -202.829446        0.364971
BFGS:    8 07:58:51     -202.847525        0.380865
BFGS:    9 07:58:54     -202.859895        0.290539
BFGS:   10 07:58:56     -202.868509        0.285021
BFGS:   11 07:58:59     -202.876195        0.247055
BFGS:   12 07:59:02     -202.878810        0.097107
BFGS:   13 07:59:04     -202.879240        0.041298
