      Step     Time          Energy          fmax
BFGS:    0 22:39:48     -193.276289       17.770279
BFGS:    1 22:39:51     -199.230494        6.735655
BFGS:    2 22:39:53     -200.267462        3.247265
BFGS:    3 22:39:56     -200.607384        3.931500
BFGS:    4 22:39:59     -200.937141        2.334227
BFGS:    5 22:40:02     -201.326157        2.309660
BFGS:    6 22:40:05     -201.728025        2.339060
BFGS:    7 22:40:08     -202.199059        1.854424
BFGS:    8 22:40:10     -202.520279        1.147314
BFGS:    9 22:40:13     -202.639983        0.885840
BFGS:   10 22:40:15     -202.702211        0.789239
BFGS:   11 22:40:18     -202.799561        1.292760
BFGS:   12 22:40:21     -202.862918        0.737281
BFGS:   13 22:40:23     -202.877707        0.197735
BFGS:   14 22:40:26     -202.880867        0.163876
BFGS:   15 22:40:28     -202.883026        0.132240
BFGS:   16 22:40:31     -202.884944        0.129161
BFGS:   17 22:40:34     -202.886074        0.075573
BFGS:   18 22:40:36     -202.886323        0.018881
