      Step     Time          Energy          fmax
BFGS:    0 06:31:51     -194.358140        1.964718
BFGS:    1 06:31:53     -194.461004        0.982550
BFGS:    2 06:31:56     -194.562332        1.051505
BFGS:    3 06:31:59     -194.601516        0.817476
BFGS:    4 06:32:01     -194.613210        0.350379
BFGS:    5 06:32:04     -194.616226        0.275199
BFGS:    6 06:32:07     -194.623256        0.579966
BFGS:    7 06:32:09     -194.635599        0.850718
BFGS:    8 06:32:12     -194.653038        0.819041
BFGS:    9 06:32:14     -194.664743        0.389230
BFGS:   10 06:32:17     -194.669986        0.171840
BFGS:   11 06:32:19     -194.675159        0.312014
BFGS:   12 06:32:22     -194.681295        0.449060
BFGS:   13 06:32:24     -194.686481        0.365352
BFGS:   14 06:32:27     -194.688829        0.130644
BFGS:   15 06:32:30     -194.689346        0.058061
BFGS:   16 06:32:32     -194.689586        0.062957
BFGS:   17 06:32:35     -194.689958        0.094910
BFGS:   18 06:32:37     -194.690210        0.067087
BFGS:   19 06:32:40     -194.690290        0.019784
