      Step     Time          Energy          fmax
BFGS:    0 15:37:00     -194.012895        2.592697
BFGS:    1 15:37:03     -194.224920        1.693232
BFGS:    2 15:37:05     -194.428817        1.178303
BFGS:    3 15:37:08     -194.480808        0.754783
BFGS:    4 15:37:10     -194.492980        0.294312
BFGS:    5 15:37:13     -194.498394        0.385364
BFGS:    6 15:37:15     -194.519596        0.747181
BFGS:    7 15:37:18     -194.550058        0.840418
BFGS:    8 15:37:21     -194.588483        0.561823
BFGS:    9 15:37:23     -194.613725        0.701994
BFGS:   10 15:37:26     -194.670152        2.005060
BFGS:   11 15:37:28     -194.745916        1.401560
BFGS:   12 15:37:31     -194.852075        1.506382
BFGS:   13 15:37:34     -195.006309        2.270680
BFGS:   14 15:37:36     -195.131837        1.560599
BFGS:   15 15:37:39     -195.315704        2.745958
BFGS:   16 15:37:41     -195.655750        2.601530
BFGS:   17 15:37:44     -195.902688        1.852153
BFGS:   18 15:37:47     -196.086462        2.397197
BFGS:   19 15:37:49     -196.214918        0.578619
BFGS:   20 15:37:52     -196.255752        0.539481
BFGS:   21 15:37:54     -196.398115        0.608266
BFGS:   22 15:37:57     -196.404886        0.518947
BFGS:   23 15:38:00     -196.416990        0.345952
BFGS:   24 15:38:02     -196.424798        0.315588
BFGS:   25 15:38:05     -196.442247        0.684879
BFGS:   26 15:38:07     -196.455194        0.789192
BFGS:   27 15:38:10     -196.471197        0.656683
BFGS:   28 15:38:12     -196.485221        0.330234
BFGS:   29 15:38:15     -196.498716        0.254029
BFGS:   30 15:38:17     -196.510587        0.302175
BFGS:   31 15:38:20     -196.517986        0.186654
BFGS:   32 15:38:22     -196.522544        0.311304
BFGS:   33 15:38:25     -196.524078        0.274217
BFGS:   34 15:38:27     -196.525726        0.133051
BFGS:   35 15:38:30     -196.527158        0.080033
BFGS:   36 15:38:32     -196.529552        0.130042
BFGS:   37 15:38:35     -196.531948        0.156522
BFGS:   38 15:38:38     -196.534097        0.131283
BFGS:   39 15:38:40     -196.535482        0.101447
BFGS:   40 15:38:43     -196.536481        0.091555
BFGS:   41 15:38:45     -196.537622        0.085218
BFGS:   42 15:38:48     -196.539295        0.089222
BFGS:   43 15:38:50     -196.541358        0.098384
BFGS:   44 15:38:53     -196.543058        0.108792
BFGS:   45 15:38:55     -196.544210        0.100872
BFGS:   46 15:38:58     -196.545354        0.091635
BFGS:   47 15:39:00     -196.546930        0.087646
BFGS:   48 15:39:03     -196.548727        0.075433
BFGS:   49 15:39:05     -196.549989        0.070721
BFGS:   50 15:39:08     -196.550601        0.062767
BFGS:   51 15:39:11     -196.550943        0.051350
BFGS:   52 15:39:13     -196.551345        0.042334
