      Step     Time          Energy          fmax
BFGS:    0 00:34:10     -191.576081       50.827938
BFGS:    1 00:34:13     -200.885850       13.072927
BFGS:    2 00:34:16     -202.365914        6.658864
BFGS:    3 00:34:19     -203.568593        1.891015
BFGS:    4 00:34:22     -203.956425        2.576152
BFGS:    5 00:34:25     -204.372163        4.175989
BFGS:    6 00:34:28     -204.940757        4.669204
BFGS:    7 00:34:31     -205.451020        4.185615
BFGS:    8 00:34:34     -205.902793        3.413698
BFGS:    9 00:34:37     -206.292010        2.597959
BFGS:   10 00:34:40     -206.616315        1.767616
BFGS:   11 00:34:43     -206.858332        0.910915
BFGS:   12 00:34:45     -206.910775        0.766290
BFGS:   13 00:34:48     -206.940234        0.635152
BFGS:   14 00:34:51     -206.969554        0.469392
BFGS:   15 00:34:53     -206.979901        0.280587
BFGS:   16 00:34:56     -206.984442        0.191257
BFGS:   17 00:34:59     -206.988812        0.181062
BFGS:   18 00:35:01     -206.991969        0.130677
BFGS:   19 00:35:04     -206.993172        0.047574
