      Step     Time          Energy          fmax
BFGS:    0 16:36:38     -198.139073        8.817866
BFGS:    1 16:36:41     -201.874797        3.418707
BFGS:    2 16:36:44     -203.013968        1.775617
BFGS:    3 16:36:47     -203.450110        1.594448
BFGS:    4 16:36:50     -203.741345        1.393072
BFGS:    5 16:36:53     -204.074389        1.624791
BFGS:    6 16:36:55     -204.396687        1.876629
BFGS:    7 16:36:58     -204.827725        1.866138
BFGS:    8 16:37:01     -205.295039        1.578398
BFGS:    9 16:37:04     -205.697673        1.117195
BFGS:   10 16:37:07     -205.982831        0.763906
BFGS:   11 16:37:10     -206.155732        0.556043
BFGS:   12 16:37:12     -206.239484        0.558439
BFGS:   13 16:37:15     -206.270325        0.518889
BFGS:   14 16:37:18     -206.330651        0.373316
BFGS:   15 16:37:21     -206.360583        0.386009
BFGS:   16 16:37:24     -206.380814        0.311718
BFGS:   17 16:37:27     -206.392855        0.175053
BFGS:   18 16:37:29     -206.400052        0.150418
BFGS:   19 16:37:32     -206.405829        0.216644
BFGS:   20 16:37:35     -206.412287        0.215519
BFGS:   21 16:37:38     -206.416798        0.140210
BFGS:   22 16:37:40     -206.418774        0.075391
BFGS:   23 16:37:43     -206.419780        0.093554
BFGS:   24 16:37:46     -206.420989        0.107948
BFGS:   25 16:37:48     -206.422728        0.076914
BFGS:   26 16:37:51     -206.424119        0.048595
