      Step     Time          Energy          fmax
BFGS:    0 12:26:01     -204.075909        2.935631
BFGS:    1 12:26:04     -204.506610        1.786489
BFGS:    2 12:26:06     -204.970874        1.257660
BFGS:    3 12:26:09     -205.113570        1.208552
BFGS:    4 12:26:12     -205.235333        0.778910
BFGS:    5 12:26:15     -205.295020        0.734450
BFGS:    6 12:26:17     -205.371398        1.127205
BFGS:    7 12:26:20     -205.525891        1.764218
BFGS:    8 12:26:22     -205.777314        1.909448
BFGS:    9 12:26:25     -205.981353        1.388603
BFGS:   10 12:26:28     -206.084311        0.795821
BFGS:   11 12:26:30     -206.147683        0.537307
BFGS:   12 12:26:33     -206.231129        0.867651
BFGS:   13 12:26:36     -206.298743        0.933961
BFGS:   14 12:26:39     -206.357558        0.593980
BFGS:   15 12:26:41     -206.385768        0.300663
BFGS:   16 12:26:44     -206.396455        0.289838
BFGS:   17 12:26:46     -206.408541        0.304038
BFGS:   18 12:26:49     -206.417233        0.190455
BFGS:   19 12:26:51     -206.420871        0.082413
BFGS:   20 12:26:54     -206.422574        0.093899
BFGS:   21 12:26:56     -206.423690        0.085638
BFGS:   22 12:26:59     -206.424681        0.041164
