      Step     Time          Energy          fmax
BFGS:    0 19:32:34     -206.104979        0.860148
BFGS:    1 19:32:37     -206.145945        0.708893
BFGS:    2 19:32:39     -206.280860        0.764579
BFGS:    3 19:32:42     -206.312852        0.713050
BFGS:    4 19:32:45     -206.430682        1.079537
BFGS:    5 19:32:48     -206.572577        2.114041
BFGS:    6 19:32:50     -206.921727        0.490053
BFGS:    7 19:32:53     -206.929574        0.738623
BFGS:    8 19:32:56     -206.934228        0.710708
BFGS:    9 19:32:59     -206.949948        0.201007
BFGS:   10 19:33:02     -206.952449        0.238740
BFGS:   11 19:33:05     -206.958730        0.286048
BFGS:   12 19:33:07     -206.966717        0.396544
BFGS:   13 19:33:10     -206.977067        0.409071
BFGS:   14 19:33:13     -206.983945        0.305923
BFGS:   15 19:33:16     -206.988068        0.160793
BFGS:   16 19:33:18     -206.990948        0.101604
BFGS:   17 19:33:21     -206.992657        0.063790
BFGS:   18 19:33:24     -206.993621        0.057434
BFGS:   19 19:33:27     -206.993970        0.027324
