      Step     Time          Energy          fmax
BFGS:    0 05:06:38     -205.567664        4.035830
BFGS:    1 05:06:41     -206.150397        6.478110
BFGS:    2 05:06:44     -206.940349       10.859901
BFGS:    3 05:06:46     -207.257731        3.401008
BFGS:    4 05:06:49     -207.367871        1.851254
BFGS:    5 05:06:52     -207.446120        1.485501
BFGS:    6 05:06:55     -207.579874        2.096559
BFGS:    7 05:06:58     -207.865169        3.498571
BFGS:    8 05:07:01     -208.114011        2.415548
BFGS:    9 05:07:03     -208.294883        1.081463
BFGS:   10 05:07:06     -208.468801        1.395098
BFGS:   11 05:07:08     -208.665367        2.551854
BFGS:   12 05:07:11     -208.843504        2.905421
BFGS:   13 05:07:14     -208.995281        2.662045
BFGS:   14 05:07:16     -209.115634        1.935044
BFGS:   15 05:07:19     -209.197887        0.938354
BFGS:   16 05:07:22     -209.246943        0.527692
BFGS:   17 05:07:24     -209.272040        0.694002
BFGS:   18 05:07:27     -209.306302        0.886102
BFGS:   19 05:07:29     -209.334776        0.574763
BFGS:   20 05:07:32     -209.349661        0.175343
BFGS:   21 05:07:34     -209.355264        0.113035
BFGS:   22 05:07:37     -209.357301        0.115628
BFGS:   23 05:07:39     -209.359806        0.068885
BFGS:   24 05:07:42     -209.362536        0.089920
BFGS:   25 05:07:44     -209.365987        0.224626
BFGS:   26 05:07:47     -209.367069        0.153448
BFGS:   27 05:07:49     -209.367836        0.046390
