      Step     Time          Energy          fmax
BFGS:    0 10:51:52     -193.435344       18.716184
BFGS:    1 10:51:55     -200.561584       13.631622
BFGS:    2 10:51:58     -201.202802       18.754799
BFGS:    3 10:52:01     -202.484500        6.383257
BFGS:    4 10:52:04     -202.819449        6.183975
BFGS:    5 10:52:06     -203.041394        2.443222
BFGS:    6 10:52:09     -203.166802        1.608056
BFGS:    7 10:52:12     -203.439355        3.489967
BFGS:    8 10:52:15     -203.687125        3.049014
BFGS:    9 10:52:18     -204.249778        3.835984
BFGS:   10 10:52:21     -204.805646        4.099112
BFGS:   11 10:52:24     -205.351003        4.053699
BFGS:   12 10:52:27     -205.860572        3.808975
BFGS:   13 10:52:30     -206.328435        3.449569
BFGS:   14 10:52:32     -206.753558        3.019648
BFGS:   15 10:52:35     -207.136621        2.572757
BFGS:   16 10:52:38     -207.481175        2.123086
BFGS:   17 10:52:41     -207.793178        1.676605
BFGS:   18 10:52:44     -208.077373        1.459374
BFGS:   19 10:52:46     -208.338040        1.311559
BFGS:   20 10:52:49     -208.576445        1.145631
BFGS:   21 10:52:51     -208.785861        0.949391
BFGS:   22 10:52:54     -208.951934        0.751877
BFGS:   23 10:52:57     -209.059809        0.857270
BFGS:   24 10:52:59     -209.134709        0.802621
BFGS:   25 10:53:02     -209.312007        0.793647
BFGS:   26 10:53:04     -209.328506        0.555905
BFGS:   27 10:53:07     -209.334030        0.183290
BFGS:   28 10:53:09     -209.347376        0.542150
BFGS:   29 10:53:12     -209.351611        0.394396
BFGS:   30 10:53:14     -209.354603        0.061400
BFGS:   31 10:53:17     -209.355692        0.185058
BFGS:   32 10:53:19     -209.357829        0.410759
BFGS:   33 10:53:22     -209.360463        0.471489
BFGS:   34 10:53:24     -209.364370        0.339840
BFGS:   35 10:53:27     -209.365565        0.130326
BFGS:   36 10:53:29     -209.366498        0.091568
BFGS:   37 10:53:32     -209.367756        0.258074
BFGS:   38 10:53:34     -209.368448        0.237964
BFGS:   39 10:53:37     -209.368840        0.090107
BFGS:   40 10:53:40     -209.368888        0.014854
