      Step     Time          Energy          fmax
BFGS:    0 09:11:44     -205.443152        3.950893
BFGS:    1 09:11:47     -205.994313        6.311136
BFGS:    2 09:11:50     -206.627852       13.282824
BFGS:    3 09:11:53     -207.137581        3.501566
BFGS:    4 09:11:56     -207.262121        2.005475
BFGS:    5 09:11:58     -207.380732        1.847946
BFGS:    6 09:12:01     -207.574008        2.599535
BFGS:    7 09:12:04     -207.945767        3.940850
BFGS:    8 09:12:06     -208.247629        3.061156
BFGS:    9 09:12:09     -208.484744        1.362289
BFGS:   10 09:12:11     -208.682496        1.045298
BFGS:   11 09:12:14     -208.843321        1.375165
BFGS:   12 09:12:17     -208.979753        1.839082
BFGS:   13 09:12:19     -209.097344        1.862465
BFGS:   14 09:12:22     -209.192015        1.571772
BFGS:   15 09:12:25     -209.260876        1.052338
BFGS:   16 09:12:27     -209.304338        0.418615
BFGS:   17 09:12:30     -209.326630        0.312234
BFGS:   18 09:12:32     -209.336909        0.358372
BFGS:   19 09:12:35     -209.349463        0.391702
BFGS:   20 09:12:37     -209.357216        0.215187
BFGS:   21 09:12:40     -209.364413        0.088267
BFGS:   22 09:12:42     -209.365584        0.082424
BFGS:   23 09:12:45     -209.366332        0.037262
