      Step     Time          Energy          fmax
BFGS:    0 13:08:57     -184.911492       45.107991
BFGS:    1 13:09:00     -197.330024       16.545767
BFGS:    2 13:09:03     -200.553685       13.268296
BFGS:    3 13:09:06     -201.735534       12.810251
BFGS:    4 13:09:08     -202.672082        5.629325
BFGS:    5 13:09:11     -202.948113       10.271119
BFGS:    6 13:09:14     -203.314101        3.990353
BFGS:    7 13:09:17     -203.988446        3.021487
BFGS:    8 13:09:20     -204.744719        5.659225
BFGS:    9 13:09:23     -205.415610        7.142624
BFGS:   10 13:09:26     -206.047906        7.110831
BFGS:   11 13:09:29     -206.664536        5.706812
BFGS:   12 13:09:32     -207.222060        2.942234
BFGS:   13 13:09:35     -207.639382        1.394189
BFGS:   14 13:09:37     -207.934738        2.658913
BFGS:   15 13:09:40     -208.177719        3.149608
BFGS:   16 13:09:43     -208.410121        2.145567
BFGS:   17 13:09:45     -208.659121        1.379496
BFGS:   18 13:09:48     -208.893779        0.891974
BFGS:   19 13:09:51     -209.016536        0.621752
BFGS:   20 13:09:53     -209.100498        0.718142
BFGS:   21 13:09:56     -209.192988        1.159383
BFGS:   22 13:09:58     -209.258194        1.064142
BFGS:   23 13:10:01     -209.309692        0.694252
BFGS:   24 13:10:03     -209.340261        0.353174
BFGS:   25 13:10:06     -209.349302        0.225390
BFGS:   26 13:10:09     -209.354149        0.217836
BFGS:   27 13:10:11     -209.359691        0.149741
BFGS:   28 13:10:14     -209.362856        0.110502
BFGS:   29 13:10:16     -209.364489        0.101555
BFGS:   30 13:10:19     -209.365314        0.079435
BFGS:   31 13:10:21     -209.366217        0.099648
BFGS:   32 13:10:24     -209.367604        0.119701
BFGS:   33 13:10:26     -209.369575        0.147903
BFGS:   34 13:10:29     -209.370711        0.102273
BFGS:   35 13:10:31     -209.371246        0.036411
