      Step     Time          Energy          fmax
BFGS:    0 01:04:50     -205.499118        1.889092
BFGS:    1 01:04:53     -205.576486        1.870327
BFGS:    2 01:04:56     -206.098171        1.593394
BFGS:    3 01:04:59     -206.316161        1.961561
BFGS:    4 01:05:02     -206.442300        1.415842
BFGS:    5 01:05:05     -206.684886        0.667114
BFGS:    6 01:05:08     -206.708593        0.543814
BFGS:    7 01:05:11     -206.745206        0.371275
BFGS:    8 01:05:14     -206.774516        0.296395
BFGS:    9 01:05:16     -206.778924        0.258882
BFGS:   10 01:05:19     -206.784421        0.374738
BFGS:   11 01:05:22     -206.793214        0.596769
BFGS:   12 01:05:25     -206.810813        0.800794
BFGS:   13 01:05:28     -206.833123        0.763085
BFGS:   14 01:05:31     -206.855405        0.367627
BFGS:   15 01:05:34     -206.868339        0.228244
BFGS:   16 01:05:37     -206.875467        0.316831
BFGS:   17 01:05:39     -206.885305        0.381012
BFGS:   18 01:05:42     -206.892419        0.229358
BFGS:   19 01:05:45     -206.894664        0.073753
BFGS:   20 01:05:48     -206.895185        0.062663
BFGS:   21 01:05:51     -206.895635        0.079027
BFGS:   22 01:05:53     -206.896089        0.089569
BFGS:   23 01:05:56     -206.896434        0.055359
BFGS:   24 01:05:59     -206.896570        0.014286
