      Step     Time          Energy          fmax
BFGS:    0 03:34:49     -203.331973        4.060518
BFGS:    1 03:34:52     -204.367757        2.707483
BFGS:    2 03:34:55     -205.222566        1.263177
BFGS:    3 03:34:58     -205.340492        1.179142
BFGS:    4 03:35:01     -205.491262        1.049862
BFGS:    5 03:35:04     -205.619157        0.914915
BFGS:    6 03:35:08     -205.704561        0.656188
BFGS:    7 03:35:11     -205.725118        0.416701
BFGS:    8 03:35:14     -205.756059        0.601370
BFGS:    9 03:35:17     -205.803855        0.590863
BFGS:   10 03:35:20     -205.850707        0.518115
BFGS:   11 03:35:23     -205.890342        0.719810
BFGS:   12 03:35:26     -205.930427        0.769515
BFGS:   13 03:35:29     -205.964988        0.579084
BFGS:   14 03:35:32     -205.982496        0.253098
BFGS:   15 03:35:35     -205.988199        0.216550
BFGS:   16 03:35:38     -205.991685        0.179686
BFGS:   17 03:35:41     -205.995012        0.170432
BFGS:   18 03:35:44     -205.997108        0.129956
BFGS:   19 03:35:47     -205.997920        0.044525
