      Step     Time          Energy          fmax
BFGS:    0 02:17:59     -205.475473        1.426845
BFGS:    1 02:18:02     -205.561162        1.638869
BFGS:    2 02:18:05     -205.574666        3.571224
BFGS:    3 02:18:08     -205.814941        2.010439
BFGS:    4 02:18:10     -205.863691        1.454092
BFGS:    5 02:18:13     -206.023275        0.758442
BFGS:    6 02:18:16     -206.048421        0.563310
BFGS:    7 02:18:19     -206.070453        0.370731
BFGS:    8 02:18:22     -206.080770        0.505359
BFGS:    9 02:18:25     -206.092592        0.561208
BFGS:   10 02:18:27     -206.103109        0.373283
BFGS:   11 02:18:30     -206.111120        0.312110
BFGS:   12 02:18:33     -206.119890        0.431502
BFGS:   13 02:18:36     -206.130889        0.569932
BFGS:   14 02:18:39     -206.140235        0.509316
BFGS:   15 02:18:41     -206.145538        0.268577
BFGS:   16 02:18:44     -206.147365        0.097702
BFGS:   17 02:18:47     -206.148296        0.108489
BFGS:   18 02:18:50     -206.149575        0.188102
BFGS:   19 02:18:53     -206.151256        0.198921
BFGS:   20 02:18:55     -206.152698        0.110907
BFGS:   21 02:18:58     -206.153583        0.083621
BFGS:   22 02:19:01     -206.154397        0.116747
BFGS:   23 02:19:04     -206.155765        0.207218
BFGS:   24 02:19:07     -206.158344        0.283198
BFGS:   25 02:19:09     -206.163682        0.326064
BFGS:   26 02:19:12     -206.175702        0.535353
BFGS:   27 02:19:15     -206.188777        0.622883
BFGS:   28 02:19:18     -206.228341        1.388035
BFGS:   29 02:19:21     -206.273946        1.328599
BFGS:   30 02:19:23     -206.369403        0.666782
BFGS:   31 02:19:26     -206.411054        0.649156
BFGS:   32 02:19:29     -206.439677        0.327100
BFGS:   33 02:19:32     -206.450050        0.315472
BFGS:   34 02:19:35     -206.469451        0.646948
BFGS:   35 02:19:38     -206.494760        0.739433
BFGS:   36 02:19:40     -206.512609        0.418288
BFGS:   37 02:19:43     -206.523549        0.305567
BFGS:   38 02:19:46     -206.534150        0.370380
BFGS:   39 02:19:49     -206.548917        0.571608
BFGS:   40 02:19:52     -206.572963        0.643363
BFGS:   41 02:19:55     -206.592157        0.368077
BFGS:   42 02:19:58     -206.604381        0.299343
BFGS:   43 02:20:01     -206.617923        0.393248
BFGS:   44 02:20:04     -206.638778        0.671488
BFGS:   45 02:20:07     -206.668971        0.802362
BFGS:   46 02:20:09     -206.699617        0.523209
BFGS:   47 02:20:12     -206.719840        0.432690
BFGS:   48 02:20:15     -206.737111        0.369041
BFGS:   49 02:20:18     -206.763551        0.613997
BFGS:   50 02:20:21     -206.791568        0.561693
BFGS:   51 02:20:24     -206.810825        0.235529
BFGS:   52 02:20:27     -206.818633        0.222999
BFGS:   53 02:20:29     -206.823339        0.193703
BFGS:   54 02:20:32     -206.829637        0.206445
BFGS:   55 02:20:35     -206.835128        0.161179
BFGS:   56 02:20:38     -206.838172        0.115822
BFGS:   57 02:20:41     -206.839803        0.119913
BFGS:   58 02:20:43     -206.841651        0.159611
BFGS:   59 02:20:46     -206.844848        0.201470
BFGS:   60 02:20:49     -206.853765        0.217837
BFGS:   61 02:20:52     -206.860379        0.192481
BFGS:   62 02:20:54     -206.865312        0.175659
BFGS:   63 02:20:57     -206.869428        0.144942
BFGS:   64 02:21:00     -206.875600        0.167199
BFGS:   65 02:21:02     -206.883664        0.181145
BFGS:   66 02:21:05     -206.890472        0.138523
BFGS:   67 02:21:08     -206.893523        0.109271
BFGS:   68 02:21:11     -206.894719        0.100073
BFGS:   69 02:21:13     -206.895597        0.089661
BFGS:   70 02:21:16     -206.896720        0.064009
BFGS:   71 02:21:19     -206.897506        0.037914
